Rank,Previous rank,Name,official_school_name,place_id,Type,% at university,% at third-level,Boys,Girls,Students/staff ratio,Telephone,photo_ref1
225,195,"Oatlands College, Stillorgan, Co Dublin",Oatlands College,ChIJyVhLCB8JZ0gRci3lk7cDeFQ,B,45.7,88.4,547,0,14.2,01-2888533,CmRaAAAA1MCwEXTRajB-YOBZqdhF3KosMZa28lUiRrrkk8JS5rNQl83gbLlRxdBPjInU7KoYIXE-cAyjBCQACwrSBA1mMlZdLmkdhYzLm6FvA4ama5IEDY5Eanlzj3wfWWkZwvaQEhDYyuNaGai7OADwWkVcDgNwGhQ3ouCt9mEF6F6Xy8iKIRcGe-bNfw
207,140,"Our Lady of Lourdes Secondary School, New Ross, Co Wexford",Our Lady Of Lourdes Secondary School,ChIJZaODc7y2QkgRtBof3OacmKY,G,47.5,83.5,0,384,16,051-91422177,CmRZAAAAdJzX0komfCgS3iLb_Zh53rh3xLuzmQ7uZ6miknPNP9pw7TVj54iIalYIGfs-6h70IzFQOY2YqR6qsPGR9PEdWQMWNjwqAYwnFEtwWjNjyabvYeGMfn4KSLfx_ug_ySOlEhBwM4pG7uR0jokrkrE6i549GhSyqGL5ZDjPNw9yQdKuda4bteotAA
42,47,"Our Lady’s Bower, Athlone, Co Westmeath",Our Lady’s Bower Secondary School,ChIJzy9NyQ1JXEgRIui3K80I5WE,G,68.6,97,0,692,14.9,0906-474777,CmRaAAAA8rc7BZnxF4Gu6VyI7Z0ZISVUXDRoippUumgIzu6QfRd0sAtwQUmNBpiPGMeNFa8b_LtauuAetn-xJE4Izc1aHL5uEHE3C_qW-n9CUVUj-HmofunDJY3WDOjY53WiQ_apEhBlDUGRon41MJDXDBRyiOllGhSusLNWENxAm4DFUMvlLU6h5_50Fw
181,200,"Our Lady’s College, Drogheda, Co Louth",Our Lady’s College,ChIJ2WxwiT86Z0gRxDuWSeg-ZCE,G,50,86.2,0,954,16.2,041-9831219,
264,292,"Our Lady’s Grove, Goatstown Rd, Dublin 14",Our Lady’s Grove Primary School,ChIJz7rT_kYJZ0gR6E1jNbpM8lU,G,42.6,87.5,0,331,14.5,01-2951913,
252,266,"Our Lady’s Secondary School, Belmullet, Co Mayo",Our Lady’s Secondary School,ChIJteRW3mioWUgRLq14OsVYdns,M,43.6,72.3,124,137,11.5,097-81157,
122,115,"Our Lady’s School, Terenure, Dublin 6W",Our Ladys School,ChIJxbjr1ZELZ0gRzCsIoxUOgsQ,G,55.9,91.8,0,760,15.9,01-4903241,
179,205,"Our Lady’s Secondary School, Castleblayney, Co Monaghan",Our Ladys Secondary School,ChIJN2HkjgC7YEgR6VJoLG90lEE,M,50.1,90.7,318,372,13.5,042-9740351,CmRaAAAAjy5zMpuEs5Sls0la3VVmhiKHGXB5R2oC5KYRkgG7Ijj7jOOdi_H5LF721HL2pBTNUCxHQ_0Av7fKXsAC35G32IoMloe0OeMGP7yIEbF_zOGAoI32Yqm-jAtVI-z6mnymEhCgSIFqO35OPy1e0ownE_AbGhQId0wyab99woOYWhlsSCYaKj7UeA
279,302,"Our Lady’s Secondary School, Templemore, Co Tipperary",Our Ladys Secondary School,ChIJ9USprhvoXEgRXp0xAEd8Vg0,M,42,75.9,314,255,14.1,0504-31299,CmRaAAAAjy5zMpuEs5Sls0la3VVmhiKHGXB5R2oC5KYRkgG7Ijj7jOOdi_H5LF721HL2pBTNUCxHQ_0Av7fKXsAC35G32IoMloe0OeMGP7yIEbF_zOGAoI32Yqm-jAtVI-z6mnymEhCgSIFqO35OPy1e0ownE_AbGhQId0wyab99woOYWhlsSCYaKj7UeA
190,178,"Patrician Academy, Mallow, Co Cork",Patrician Academy,ChIJ4YP25le5REgRw5ouctqSSWo,B,49.3,83.9,465,0,14.1,022-21884,
234,280,"Patrician High School, Carrickmacross, Co Monaghan",Patrician High School,ChIJ1ckK7SWyYEgRi-2L4VTYMJw,B,45.3,90.5,561,0,16.5,042-9661525,
365,,"Patrician Secondary School, Newbridge, Co Kildare",Patrician Secondary School,ChIJa78k_giAZ0gRQSn9DfJNNs8,B,36,62.4,890,0,15.1,045-432410,CmRaAAAA1V8y_7NrV5Zf7GwZieInxREev9RTGXhIhtCrPhf5Wp4Pe6hUEm1iXIpZyhLCFR0fjpvepePGtBXNmBfhARs2NHBeKrvrGYvJvXSuSxkTdnir0mFygYNVMC9WyHIJMRYwEhD1JE2ldgzr47kJHZ-o5zU0GhTF5vUAopjo5bP0TemL5ui61eRpLA
100,90,"Pobalscoil Chorea Dhuibhne, Bothar an Spa, Dingle, Co Kerry (G)",Pobalscoil Chorca Dhuibhne,ChIJe1TpCcT7T0gRsMST_Z4Eeug,M,60,83,207,177,8.8,066-9150055,
321,273,"Pobalscoil Inbhear Sceine, Kenmare, Co Kerry",Pobalscoil Inbhear Scéine,ChIJPXbKpatsRUgRBYqOu1qwzZg,M,39.2,77.7,243,235,12.8,064-6640846,
373,,"*Pobailscoil na Trionoide, Youghal, Co Cork",Pobalscoil Na Tríonóide,ChIJwyAZ5qJtQ0gRi0jF676agl8,M,35.5,76.8,463,455,14.9,024-25836,
269,288,"Portmarnock Community School Portmarnock, Co Dublin",Portmarnock Community School,ChIJTW5F1OgaZ0gRetxSKypfEVc,M,42.4,88.4,498,418,16.4,01-8038056,CmRaAAAAX_GuCBz0yKR1USSR-KDJesZjBJ7STGLZyEsqgxLpkttxusejwzVItXDKNkbrQ5oW9mY4HpCcmBy_KjtY2uxIba40s-T36K2X6gk81JREsJs9leWvyvu9s6OVgL5xo83cEhDo77jPZFrMZMW2EmBJ0oNKGhSJ8J0r-eleU_oGK16LdyBwBrBNlA
378,300,"Portumna Community School, Portumna, Co Galway",Portumna Community School,ChIJ2YSPXXKKXEgRFExJDjQzzLg,M,35.2,80.4,228,217,13.1,090-9741053,
7,3,"Presentation Brothers College, Mardyke, Cork",Presentation Brothers College,ChIJj8U0XT2QREgRfNm-mCxmupo,B,83.5,100,705,0,18.8,021-4272743,CmRaAAAA5bDIg7BLwjLCE20bo607cM4LzxpJdWh8iCah3xQy90LFuu-P84-In-Oqig1cGDdGv0I6h3i4idRSCtkUd_1celkAXTlJhlZ_Bb5gkcB4_8sKrNROqurJ6Al41TKskgJ4EhDF5WK3sifIbFsbC7Bqbs28GhRwdkj7KH21IGORfu_SZdSNPCYfIg
58,49,"Presentation College, Athenry, Co Galway",Presentation College,ChIJX9rFWhSJW0gRe93uPjJG1k4,M,65.4,94.6,613,545,14.4,091-844144,
138,163,"Presentation College, Tuam, Co Galway",Presentation College,ChIJLfUnfLX2W0gRzzV0j36NSX8,G,54.3,74.9,0,434,14.4,093-24575,
210,197,"Presentation College, Headford, Co Galway",Presentation College,ChIJieyRvN3rW0gRHUqI1eZmvwk,M,47.3,86.1,402,369,14.6,093-35408,
51,46,"Presentation Secondary School, Listowel, Co Kerry",Presentation Secondary School,ChIJqRzSkwDRWkgRmj0aEapLrnU,G,66.8,98.1,0,308,13.3,068-21452,CmRZAAAAKHpL67B2vkiodsJp0lZ1AHqBtG-b3sIsKRYB7UIT1OvEfiY5u1oYKydeRHvor16ipD8ZQBDM2E9wHbsO5K-t6KtofVsOs--GYiyDL8JOL7-xP67oJi8IjKS4I3QmUUfWEhDKDLTJSDF9ZhvW3xxzonzTGhRkj1d3Ci5IuyPkmbXd1ed9b0eXZw
79,189,"Presentation Secondary School, Mitchelstown, Co Cork",Presentation Secondary School,ChIJbayy6hRXQ0gRUkAuZimnbDs,G,62.1,91.6,0,258,13.1,025-24394,CmRZAAAAKHpL67B2vkiodsJp0lZ1AHqBtG-b3sIsKRYB7UIT1OvEfiY5u1oYKydeRHvor16ipD8ZQBDM2E9wHbsO5K-t6KtofVsOs--GYiyDL8JOL7-xP67oJi8IjKS4I3QmUUfWEhDKDLTJSDF9ZhvW3xxzonzTGhRkj1d3Ci5IuyPkmbXd1ed9b0eXZw
109,133,"Presentation Secondary School, Loughboy, Kilkenny",Presentation Secondary School,ChIJETlhUpYwXUgRSI2v95ri6FI,G,58.4,86,0,717,16.1,056-7765684,CmRZAAAAKHpL67B2vkiodsJp0lZ1AHqBtG-b3sIsKRYB7UIT1OvEfiY5u1oYKydeRHvor16ipD8ZQBDM2E9wHbsO5K-t6KtofVsOs--GYiyDL8JOL7-xP67oJi8IjKS4I3QmUUfWEhDKDLTJSDF9ZhvW3xxzonzTGhRkj1d3Ci5IuyPkmbXd1ed9b0eXZw
128,113,"Presentation Secondary School, Tralee, Co Kerry",Presentation Secondary School,ChIJH5E2Z05SRUgRY1Q3WLyhNsE,G,55.6,82.7,0,647,14.5,066-7122737,CmRZAAAAKHpL67B2vkiodsJp0lZ1AHqBtG-b3sIsKRYB7UIT1OvEfiY5u1oYKydeRHvor16ipD8ZQBDM2E9wHbsO5K-t6KtofVsOs--GYiyDL8JOL7-xP67oJi8IjKS4I3QmUUfWEhDKDLTJSDF9ZhvW3xxzonzTGhRkj1d3Ci5IuyPkmbXd1ed9b0eXZw
166,150,"Presentation Secondary School, Thurles, Co Tipperary (B)",Presentation Secondary School,ChIJvZRMf8fEXEgR2SsmVpx7kj4,G,51.7,79.5,,660,13.9,0504-22291,CmRZAAAAKHpL67B2vkiodsJp0lZ1AHqBtG-b3sIsKRYB7UIT1OvEfiY5u1oYKydeRHvor16ipD8ZQBDM2E9wHbsO5K-t6KtofVsOs--GYiyDL8JOL7-xP67oJi8IjKS4I3QmUUfWEhDKDLTJSDF9ZhvW3xxzonzTGhRkj1d3Ci5IuyPkmbXd1ed9b0eXZw
286,306,"Presentation Secondary School, Grogan’s Rd, Co Wexford",Presentation Secondary School,ChIJJ8hBMV0baEgRJBoP6LRVST8,G,41.2,70.8,0,796,15.8,053-24133,CmRZAAAAKHpL67B2vkiodsJp0lZ1AHqBtG-b3sIsKRYB7UIT1OvEfiY5u1oYKydeRHvor16ipD8ZQBDM2E9wHbsO5K-t6KtofVsOs--GYiyDL8JOL7-xP67oJi8IjKS4I3QmUUfWEhDKDLTJSDF9ZhvW3xxzonzTGhRkj1d3Ci5IuyPkmbXd1ed9b0eXZw
290,340,"Presentation Secondary School, Miltown, Killarney, Co Kerry",Presentation Secondary School,ChIJ7zVqI2VIRUgRsLue62N5sto,M,40.8,75.9,247,315,14.4,066-9767168,CmRZAAAAKHpL67B2vkiodsJp0lZ1AHqBtG-b3sIsKRYB7UIT1OvEfiY5u1oYKydeRHvor16ipD8ZQBDM2E9wHbsO5K-t6KtofVsOs--GYiyDL8JOL7-xP67oJi8IjKS4I3QmUUfWEhDKDLTJSDF9ZhvW3xxzonzTGhRkj1d3Ci5IuyPkmbXd1ed9b0eXZw
393,377,"Presentation Secondary School, Clonmel, Co Tipperary",Presentation Secondary School,ChIJG76HNuYxQ0gR4UBXdmwvTbY,G,34.4,61.6,0,460,13.3,052-6123587,CmRZAAAAKHpL67B2vkiodsJp0lZ1AHqBtG-b3sIsKRYB7UIT1OvEfiY5u1oYKydeRHvor16ipD8ZQBDM2E9wHbsO5K-t6KtofVsOs--GYiyDL8JOL7-xP67oJi8IjKS4I3QmUUfWEhDKDLTJSDF9ZhvW3xxzonzTGhRkj1d3Ci5IuyPkmbXd1ed9b0eXZw
160,229,"Mean Scoil Naomh loseph, Castleisland, Co Kerry",Presentation Secondary School Castleisland,ChIJp9gLfAQuRUgRyqPyYPMfLug,G,52,88.9,0,197,13.2,066-7141178,
155,118,"St Joseph’s Secondary School, Miltown Malbay, Co Clare",Quilty National School,ChIJrwbtUNYCW0gR_IPmS0I1JHc,M,52.5,77.3,159,136,13,065-7084311,
43,32,"Rathdown School, Glenageary, Co Dublin (B)",Rathdown School,ChIJfdBx3CwGZ0gR2xPZc_h2D1E,G,68.6,89.1,0,275,16.8,01-2853133,CmRaAAAAPe7CF7QBtTqtn_TNwVNr3K3iHl8roXwuKQ_ZPg-mrR48QbbiYY_112pBwCaAaTsN_Ex0E1FXuWvmGDWVgq4i8AV2DGInYK6wLjJg2peR2EFAqc4_s57n1JgAREEgykHqEhAWG4ElmHGdTD6TshJxPzRZGhSaLYDq6xQODY_nbIZiriTLZ9yFRg
346,,"Rathmines College, Rathmines, Dublin 6",Rathmines College,ChIJq31lIx0MZ0gR_uek0Ecfcog,M,37.6,50.2,47,55,,01-4975334,CmRaAAAApIyFilZUjT8FfJP2NHVqi6qPLj1gSAN0xu5lmYzazK3EpRGHmMkuKIqf4iq9yAxbB7Jto0wNIapV7lAwUtnndCjaKYJIbkhafvzO9lIeatQtR7DSx_oLaYNd0iQVVB32EhCTUI5ZU75tkdD9MCTeDZZdGhT-TXMPWmN577FjRd3M05YwujVfPA
219,218,"Ratoath College, Jamestown, Co Meath",Ratoath College,ChIJn6M3YhNrZ0gRquqq8EfqXo4,M,46.4,83.3,577,473,,01-8254102,
56,41,"Regina Mundi College, Douglas Rd, Cork",Regina Mundi College,ChIJT3FD51OFREgRSM6MGK-bZYc,G,66,91,0,555,15.8,021-4291681,
89,93,"Rice College, Ennis, Co Clare",Rice College Secondary School,ChIJE74IJTJtW0gROJW0V1uuTyk,M,61.1,94,387,254,16,065-6822105,
374,327,"Rockford Manor Secondary School, Blackrock, Co Dublin",Rockford Manor Secondary School,ChIJh1EtkpEIZ0gR1lMjFQUd-zc,G,35.5,74.8,0,305,12.4,01-2801522,CmRaAAAA7huyviEx_ahCiJRfr-ZV1q8fuV1b93OZZ3YYgnksy6qNH36ZZjgzkxa5ZrBfMdkjtqRkCTHIoxVSoFKqWsqpQJt5q1EK0YhB2TFE-gybHhsIFFRft8Oz-VTucip0rbIbEhCePwt-eZywId8biIE09-mJGhQcB6yDreXJQSt_N3sh9pZAo3LXYA
111,256,"Rosemont School, Sandyford, Dublin 18",Rosemont School,ChIJnSeL45kJZ0gRig6Xpxf4Iw4,G,57.9,93.3,0,143,17.7,01-2078007,CmRaAAAAv8d3-IA-dOnct5eX0WTvjpOwZt8vhGlcWoczoP1Pm9rixLiM6liqOdlyLACIQgEUZZjT5h6uw6jX8hH21wu5biOa72CrY09wwGDqOIPm6rNgYZl3T3WVBPgK7dPh6JR0EhD_ro1kSLMwPaedu3ZrZMOQGhRe8pHXBKz4LD10gNQ2X8LEIKpcLQ
262,190,"Royal School Cavan, Cavan (B)",Royal School,ChIJWWwc8TEMXkgRC-bhBentKdk,M,42.8,81.5,135,94,14.3,049-4361605,
145,104,"Sacred Heart Secondary School, Tullamore, Co Offaly",Sacred Heart School,ChIJzTVF1JqlXUgR3PN0Ly1KJnY,G,53.4,85.5,0,638,14.8,0506-21747,CmRaAAAAAARJcEqiU29jNklgnkT-VjVml9AM5zr4AiLvtuJZVO7ovCbHXXnfFw0JFOUbOQsFOSVQZqkG4YKBh6s--Xt_Oxh-cskDZVIbGi1PEQRt-35RLKr5bkPlc11Gg0o9ddpsEhA6_o9wigvIwxaBnNEf1MUEGhSFL3Mm8jwPVhKtAASLmn4SWpzTrg
243,177,"Sacred Heart School, Westport, Co Mayo",Sacred Heart School,ChIJ6YWn-phkWUgROwULEvJ-vSQ,G,44.6,76.4,0,563,14.8,098-26268,CmRaAAAAAARJcEqiU29jNklgnkT-VjVml9AM5zr4AiLvtuJZVO7ovCbHXXnfFw0JFOUbOQsFOSVQZqkG4YKBh6s--Xt_Oxh-cskDZVIbGi1PEQRt-35RLKr5bkPlc11Gg0o9ddpsEhA6_o9wigvIwxaBnNEf1MUEGhSFL3Mm8jwPVhKtAASLmn4SWpzTrg
175,120,"Sacred Heart Secondary School, Drogheda, Co Louth",Sacred Heart Secondary School,ChIJ0ddXmiU6Z0gRPOL9oeI9y5w,G,50.4,83.1,0,599,16.4,041-9837812,
97,75,"Sacred Heart Secondary School, Clonakilty, Co Cork",Sacred Heart Secondary School Clonakilty,ChIJ7xZKUOFWREgRWGdxwxo95Vk,G,60.3,89.2,0,537,14.9,023-8833737,
115,176,"St Anne’s Community College, Killaloe, Co Clare",Saint Anne’s Community College,ChIJmagn7_GeXEgRJ4XoYK-9d0g,M,57.5,84.3,262,298,,061-376257,
345,,"St Brendan’s College, Belmullet, Co Mayo",Saint Brendan’s College,ChIJ_UpVfGmoWUgRSP6zCI0f7B8,M,37.6,68.3,175,168,,097-81437,CmRaAAAAneGPxB6NPbg1uZFeNi406yWnw80ehY5guUnC1AkmmjqkCHyRIqqlrA8ZhkgYdK0O6i-fBE4Tqywit_V1lJ2UvKq5a9bRODFCfPI5UetyTvl15If4t1rG2545dow3qAhwEhCrUZlQAGaPy3_KBzpDYkszGhSXN_df6by7JAT7wHuNMTx-GSFB6w
335,,"St David’s Secondary School, Greystones, Co Wicklow",Saint David’s Holy Faith,ChIJN61BliuvZ0gR-NWXzqEv2pY,M,38.5,80.9,344,218,14.1,01-2874800,CmRaAAAA4KAxNK9k-WYP6qTQFo8XyPHailoqtIURJmiJJqPxh6EMHoFGb5-p4C4Jwh5CIeYiAoCU1Dh44BfwnhAVbf9u7IpvdovGvW224y5V-cz0A4iWs-GYveaN503nBznAXJnaEhDJIuRkgQq1pjiNMoPNujWnGhRrYWABVLCT9_AqC97POhXshbrPZw
197,245,"St Flannan’s College, Ennis, Co Clare",Saint Flannans College,ChIJhcP07CoTW0gRYn-qvBOt_LM,M,48.7,78.9,827,364,16,065-6828019,CmRaAAAAQ-CtEAJvHmGFVIhtJnl5aFcEpAts0lmV_9vCrF7eoS7gsiFgdOhWTQuA0pyaisibw64MfycGV8xnrQ1mVUmF_AmgxUjxhUPenkh3GDkq-dC2jWsPLmFk2tIORqsDy2cGEhA6GmmlAvV7XwgC8uNnKTMVGhR823wTWJEa_A36ymDkiWxvDkWT2w
46,35,"St Joseph’s College, Nun’s Island, Galway",Saint Joseph’s Patrician College - The Bish,ChIJwaDCa_qWW0gRbdl7NTkKK0Y,B,68,96.5,758,0,15.6,091-565980,CmRaAAAAYaofXqHklWY7nnro9rM1JOjGyyEnIx_TBWSbwqvJxq-ATXzsfErCqcmgC710nQ1FTV0vMC2rfdNUuo65jpMxPF8MxtbYbcfiHLYZAabXsSZo-OltRnx1jvrqFzjg6ZjZEhCvFCC7eQudubz7aPSbgB6jGhT0RoT1OVKYIINwxu2LujLOUAaSgQ
142,155,"St Peter’s College, SummerhiN, Wexford",Saint Peter’s College Secondary School,ChIJrbzUybEPZ0gRxIduSWzoC90,B,53.6,90.4,773,0,15.9,053-42071,CmRaAAAAD_s-kYCIHjp6DlhGmyOM7HJ81dy8nF7HaRqNUOuiyqyG2RHC51uflH7n9XVt7ayfc2uQFLfJcAGDqdNCwJZrwLBEDIIpp7FV1AVaiW87UHcCVxlJk6wEplMCcgvcpmSOEhAdRSUncjJwaZZtF0zeBXSCGhQ7HZaFL6GD4eVW2uI3mK4QRlhWGQ
3,8,"Salerno Jesus and Mary Secondary School, Salthill, Galway",Salerno Secondary School,ChIJVe5SpUuWW0gR_fugIp3hTdM,G,87.1,99.5,0,673,16.2,091-529500,CmRaAAAAk32Vbe6tn6v8z_7h9Bh4p0MUo4IZM19onq9QbNzTdkrcCGfm3dChYrvXHSNydvOz_stgfu_XzEKneUrRV41YTgFUVUjSGoeEE4kSMGGHIWTxruDN-00Tk9UfiSkjx_lIEhD0IjmdSv2QvyuKdFX-Z1TvGhS_ku91GMRHT5nN4kM7IqMs0h_8Ig
195,187,"Salesian College, Celbridge, Co Kildare",Salesian College,ChIJ4wQpvrRxZ0gRnyyorotH-Ss,B,48.8,80.4,687,0,13.4,01-6272166,CmRaAAAAQ47Tprj-T46wXB-X_t52cdnRFn71t-cjlDiPR-vF_-FFh3hglFRVcw8AmJVZ7-0WEIIKCaqwYVaGCjlYSkI3nu_lDYwPYxLsOZFahaYXcANKbZzpKo1DyH9GiTdxF1lJEhBzFBeQDBXEfKuGxUMZRQqAGhT4qq8qi_-__l4FUzZJ9zwWmZt2KA
270,363,"Salesian Secondary College, Pallaskenry, Co Limerick",Salesian Secondary College,ChIJNZMwSdlAW0gRRKibE1JgLoM,M,42.4,79.8,328,375,16.3,061-393105,
292,271,"Sancta Maria College, Louisburgh, Co Mayo",Sancta Maria College,ChIJc0mF94yBWUgRd3qfYMTlRTo,M,40.7,76.8,205,200,15.1,098-66342,CmRaAAAA4PW04iAp2GAVkbwDkmjCFM9Ey-KsOnHSEXWzD0_dL0TTBWWn1Hx-LUzMkYcAnFJ5AGNutE4s3dSmmboDH4LzdvW1mq9vFBK3qNXqCXyt1Ea3qgVdzF9g_jxMV_BqT_BYEhDJPsRc3eRt1hClEQVccFmtGhRW1hFArwi64yAWJRgiuWOBhRJHeA
52,61,"Sandford Park School, Ranelagh, Dublin 6",Sandford Park School,ChIJEw-t4K8OZ0gRtXXrNoS5rUg,M,66.8,95.8,218,101,17,01-4971417,CmRaAAAAVFkiFsSYyXGdKfVdr45wHFeGGIrpv_K8O5XLOp9_YU6gv1BQOjlbMwyoiSyk_NW7kwkB7OLaTaBnsG2cchCVBMtZgI74DcB2C0nwd_xicuXx5nznYb14omHevZ7drqXbEhB6BZyE8toIGONKrvhYA6ajGhQjfe1bGCcDopo9ENyju5fmqHe5dg
66,100,"Santa Sabina, Dominican College, Sutton, Dublin 13",Santa Sabina Dominican College,ChIJt05F690EZ0gRoGGvRpEnJuw,G,63.8,92,0,671,16.9,01-8322200,
329,253,"Schull Community College, Schull, Co Cork",Schull Community College,ChIJUe_ZFG-ZRUgRrU6PefBhAJs,M,38.8,73.8,221,184,,028-28315,CmRaAAAAUSPTPZORTaWudsdoTIxBHegRabo2wniSaEHBF5nRt8Sr-lsZneJ4gX8iMN_UjzDNy33YogW2xzKNyKpIpsxPxriZ_RPTk3cxKmiaJeQEOtZ4O60Yx5yrUrNUzxSYlgOeEhDecFs3AxLt3h1advaH41rTGhToPO-w0oU9SZ7vA35Gz4R9CtdnrA
337,380,"Mean Scoil an Chlochair, Kilbeggan, Co Westmeath",Scoil an Chlochair,ChIJYyUvNIu6XUgRdsvmKoxVH6s,M,38.4,83.7,263,259,13.5,0506-32292,
144,116,"Scoil Chaitriona, Glasnevin, Dublin 9",Scoil Chaitríona,ChIJBwXZZXIOZ0gR_EPT9uMQNL8,M,53.5,77.8,175,238,15,01-8370762,CmRaAAAAsTFx9vtCFKssvP56dUwUEsYqXEi7pi8VAO3Z7hM8MMjBAvjTdVEDlE0Ax7E4bpSXLUEugMIRE2vLzNdr7Z01qqmvI-0_G0uuR5ZQI422PS0VWur7mqmbPLHT2mo56pNeEhCE4T9J2tJlTQa5dLHlai-YGhT3aHteJoSx1IhnzOQCipagDK7JTQ
228,278,"Scoil Chriost Ri, Portlaoise, Co Laois",Scoil Chriost Ri,ChIJFRgNzcsNXUgRjn_jM7faALI,G,45.6,74.4,0,976,17.3,057-8668002,CmRaAAAA1unqYx9hTS0M97AYKE5OwOG8FzzpN6Vm0QHTp_bDguYkn9bZvSQ4j959OmUr5e7k02XvM6ltO4VLirzpPn8-c59Zh5aBfVtdxJ5wGGxFF30NlI74O517Pa2dJbwdvIRjEhB_TYBVawSUQLox4W8I8wfjGhRKtWJGBGMtbuDG4wWN9KVTQ8bRVA
95,123,"Scoil Chuimsitheach Chiarain, Carraroe, Co Galway (G)",Scoil Chuimsitheach Chiaráin,ChIJ7V0xwapMWkgRXTN2HWoX8Y8,M,60.7,87.9,148,149,11,091-595215,
237,260,"Scoil Dara, Kilcock, Co Kildare",Scoil Dara Kilcock,ChIJwy6jzfpyZ0gRyyf25XhQKrQ,M,45,73.1,437,417,15.5,01-6287258,
65,34,"Scoil Mhuire, Ennistymon, Co Clare",Scoil Mhuire,ChIJx5nsa9YFW0gRdJM4QsOOGvg,G,64.1,88.6,0,254,12,065-7071224,CmRaAAAA46WAwdLvM6sOr9GK4tQWvxMn_YP9xL5PnZk14tQnux1x19xCGX9p0Jf18ubqTXLnPW66YRcXcjuPF82-oAEeI2Cpe93RpBBnvvoMkhTWJIHOvE1bgEqnrbStJokrGQNbEhBlwO6zuWdI3CVbME5TnSe4GhTnf2KM6wLueocINaQtjXgxvXhIaw
112,153,"Scoil Mhuire, Ballingeary, Co Cork (G)",Scoil Mhuire,ChIJf8d05l0bRUgR0TefNrXeW8Q,M,57.8,90.9,52,67,,026-47050,CmRaAAAA46WAwdLvM6sOr9GK4tQWvxMn_YP9xL5PnZk14tQnux1x19xCGX9p0Jf18ubqTXLnPW66YRcXcjuPF82-oAEeI2Cpe93RpBBnvvoMkhTWJIHOvE1bgEqnrbStJokrGQNbEhBlwO6zuWdI3CVbME5TnSe4GhTnf2KM6wLueocINaQtjXgxvXhIaw
136,186,"Scoil Mhuire, Trim, Co Meath",Scoil Mhuire,ChIJ_YIPtxteZ0gRDOJgwEOo4d4,G,54.9,86.7,0,772,17,046-9431439,CmRaAAAA46WAwdLvM6sOr9GK4tQWvxMn_YP9xL5PnZk14tQnux1x19xCGX9p0Jf18ubqTXLnPW66YRcXcjuPF82-oAEeI2Cpe93RpBBnvvoMkhTWJIHOvE1bgEqnrbStJokrGQNbEhBlwO6zuWdI3CVbME5TnSe4GhTnf2KM6wLueocINaQtjXgxvXhIaw
167,161,"Scoil Mhuire, Ballinasloe, Co Galway",Scoil Mhuire,ChIJCQ5Shn5CXEgRCSfUNqADxpU,G,51.5,86.8,0,483,11.6,090-9642206,CmRaAAAA46WAwdLvM6sOr9GK4tQWvxMn_YP9xL5PnZk14tQnux1x19xCGX9p0Jf18ubqTXLnPW66YRcXcjuPF82-oAEeI2Cpe93RpBBnvvoMkhTWJIHOvE1bgEqnrbStJokrGQNbEhBlwO6zuWdI3CVbME5TnSe4GhTnf2KM6wLueocINaQtjXgxvXhIaw
233,258,"Scoil Mhuire, Carrick-on-Suir, Co Tipperary",Scoil Mhuire,ChIJmVoqWuTWQkgRGRGKxDqnejY,G,45.4,92.5,0,448,15.6,051-640383,CmRaAAAA46WAwdLvM6sOr9GK4tQWvxMn_YP9xL5PnZk14tQnux1x19xCGX9p0Jf18ubqTXLnPW66YRcXcjuPF82-oAEeI2Cpe93RpBBnvvoMkhTWJIHOvE1bgEqnrbStJokrGQNbEhBlwO6zuWdI3CVbME5TnSe4GhTnf2KM6wLueocINaQtjXgxvXhIaw
114,128,"Scoil Mhuire agus lde( Newcastle West, Co Limerick",Scoil Mhuire agus Ide,ChIJlQXGaPMxW0gRt9tukipis3A,M,57.5,87.8,289,300,18.6,069-62443,
2,5,"Scoil Mhuire, Sidney Place, Cork",Scoil Mhuire College Cork,ChIJXazphg6QREgRo-wW98SI68A,G,89.6,96.6,0,389,19.3,021-4501844,CmRaAAAAHv5ckVRv_JeqFy7-rDZY6RUvzIIyiYxE4HjIWRMZlJ08lffXRIdqwMGGa6X_WhGS8_IRZmW1ue8PazYvSPQ2QSoVhE7xI4FjEDB0fUHrvswKVsXthHd9YQ1d2O4o_-BqEhB_DYSrEDJZH0LgOITiy8CVGhTeoxLIXehHom10lCPCuWBU4xEkig
327,388,"Scoil Mhuire Community School, Clane, Co Kildare",Scoil Mhuire Community School,ChIJUXO_J1AOZ0gRyloY3xqBng8,M,38.9,70.6,579,567,16.2,045-868121,CmRaAAAAZH4NVCyLDsp9uyAP8LawViciwJz5hf1fq36QkcczGf4P6nOfYm4ZvSMEeUJvPr-E-DMGCY9ZBFkbl4K1qHoO0p3yw6ag1Kbgr9nulw_fRxiyNRCqjMqGylhXzKbEPxlrEhCPgqgVcEZWvjX5azmx_GJdGhQcm_L8Vi99sw3whSHOx4U0VbIrrg
242,237,"Scoil Mhuire, Kanturk, Co Cork",Scoil Mhuire Kanturk,ChIJ_4_7r5zFREgRzg1guy7YtkM,M,44.6,82.9,113,144,13.4,029-50807,
369,,"Presentation Secondary School, Ballingarry, Co Tipperary",Scoil Mhuire Presentation Secondary School,ChIJydmxXCzWXEgRaP1ac3xRlCY,M,35.7,84.8,119,98,12,052-9154104,
