Roll Number,name,official_school_name,website,Address 1,Address 2,Address 3,Address 4,Address,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils,Placeid,Lat,Lng,Photo Reference1,Photo Reference2,Photo Reference3,Photo Reference4,Photo Reference5,Award Title,Project Title,Project Category,Student(s),Award Title2,Project Title2,Project Category2,Student(s)2,Award Title3,Project Title3,Project Category3,Student(s)3,Award Title4,Project Title4,Project Category4,Student(s)4,Award Title5,Project Title5,Project Category5,Student(s)5,Award Title6,Project Title6,Project Category6,Student(s)6,Award Title7,Project Title7,Project Category7,Student(s)7,Award Title8,Project Title8,Project Category8,Student(s)8,Award Title9,Project Title9,Project Category9,Student(s)9,Award Title10,Project Title10,Project Category10,Student(s)10,Award Title11,Project Title11,Project Category11,Student(s)11,Award Title12,Project Title12,Project Category12,Student(s)12,Award Title13,Project Title13,Project Category13,Student(s)13,add
60092U,Clonkeen College,Clonkeen College,clonkeencollege.ie,Clonkeen Road,Blackrock,Co Dublin ,,"Clonkeen Road, Blackrock, Co Dublin",Dublin,A94P206,12892709,reception@clonkeencollege.ie,MR. EDWARD MELLY,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,540,540,ChIJZzaAiGMIZ0gRozqf8i7vMnU,53.2698715,-6.1571744,CmRaAAAA3Q53bIPcRvt7eCy_-r4642fg_OBCic7kdu_JVValcyH8dOCs4yrg8TJXBTcWIs5LLXfPdiIe27zhOtG1Xtqz8TSafUV4q7uWKoDDwjSfsm_YsXitgHxve9zRpa43rzRpEhBVCZKknoJ_uNeAVFTqjoHLGhSTnVy6UE9lNIrJOtiIKT3baUfEIQ,CmRaAAAAf1hxQ1ktpBZxSDWZazwDkqDTh5Upe0m2UtVJlkqWPtPvsuh_dgMQxsfqyFj-FD8JBOhFwMTkd99Cg27yGf-gHD6-ZRzm2vHvd82l6QlcJrWXNt1h7mQVDhRA0cqiN3WjEhCCKtc_CY8EHSTd5FhS0ZJrGhSiwjGPZOhFCfSmf16uXuUZRCtw3Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60100Q,Castleknock College,Castleknock College,castleknockcollege.ie,Castleknock,Dublin 15,,,"Castleknock, Dublin 15",Dublin,D15PD95,18213051,info@castleknockcollege.ie,MR. OLIVER MURPHY,N,Boys,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,,643,643,ChIJmRJw4zgNZ0gRMDnnNkBFwjw,53.3683753,-6.3683139,CmRaAAAAK5uAr3sqRKmYpphBe6KJMBF7j577p0FFkf9B5j1UEExEkNGqye2ZFz9Kx-FsY__xeRfAszDRc9kU1HJbxBsCnl1QmDqvOUJEf7Rwa3NJIwD8oOGYoJNghEgYm5AidxXNEhDytBf6xfG_HfEVJ9AO8x9mGhS3mNCRDiYqT0J0O98DFqFCwxyCaw,CmRaAAAAeXnqm5POxzKQGWtBeX9mzljdZzLVKcw0qF7UXLlAS4KsgeUYT8QVJXQmUzSxe0uxlGcXerbUZgEcXTjPfOWhJ2Ajb6Kf5WSwhG2sRFCD3ViUfe3d_xhuk2TVCwds3jQSEhC5dY28eqw15KxGbbTETgrWGhRQEdn9okuu6edgzL2D1wcyV3g1ww,CmRaAAAAYCc7nxpwgZ4duh0zC3VwHMoc2C0Vh0Xfc-piHA5f7LiUCXIXTfbsTJQTl3UXdMf0pT_1wkutaOkIY7gRUe_o0ePzvqiT7c8iNx8FYOWxa2EBnCWrzj4CR-3OjlDpLRz3EhBoGVao_iMTE3_gw0zBRRVWGhTIF3aNBKMYD-GZ4Yy2St9LLoGl-Q,CmRaAAAABiL73Fr04GCfZapcDsLpLaAMivIijrlQ4RwdBaVOJXJlOrSlKuPMkrjvpZhCf4sbBPvKYE7m-wd4O3ZvbU3xxGeZyphk1FJlk78fEsiRemhrgPpV4XNDxD7SBHgFRcBaEhAFhNeIwPDdTZDB4vwoWOEqGhToW3TnowZQ87-q7cRM8crPKH-WCg,CmRaAAAA81vqg-iXno5YHXd4LE3TmD8udL60zowSyZ8xCVlps5_YCfhw2KFJituyA5UMOcX5U7eSH83Ck2CRIn1pYNkMJREgqDsjfY4LtxHPF3BpNZ6Y7ilfUyvccyhOtd0_6ztbEhBmrEp2SL0Xg3SF5mKFOcbYGhTAlpBmw6k1Hj_KOAV2u48hYWO-7w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60120W,Mount Sackville Secondary School,Mount Sackville Secondary School,mountsackville.ie,Chapelizod,Dublin 20,,,"Chapelizod, Dublin 20",Dublin,D20WP68,18213317,info@mountsackville.ie,MRS. EILEEN HIGGINS,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,680,,680,ChIJ1X9-8iINZ0gR7AigGVmqJV4,53.359926,-6.358112,CmRaAAAAQ8ME4xv8FgAbbar-XXAz-VGVqK4JMUDIn3YZbIapbqi7gX_dLrFm36XG_3uo5UjN4N57bYLEduG6i_xljJWIymuDIdfK2kJODUKkbCBlSKjuAJ3eMhpZYAq9Tlnu_c5CEhAo-t6bcN0GQ2FwnUpdHH5-GhREENaV5E6WgqOsTP4TI0cN4SfCaw,CmRaAAAAjtPNIdEPyPHI99qjbLrPszTH1pt9Ijfp9Ofn6doo4ZS9CJ10zmsxUY0la4BWI9Mi-o70zLbHX1NcnpuOtL119jUuZIvEKE5zBSjAhpz21Ax8YMaUbSzQVh4bXQtDA0JEEhCEZTW6mWhayMKna_a08nn3GhRYbCxhtrKhIryne0bHoZWaaOMQkQ,CmRaAAAAcyRjqPon1K_g34CwEgDDZgQoIM6afqhqqRbAExdQfux6d1KWRAgCGjVD5ZRFL9MSE-sY0kqCRNfbnWmDoP2005H-TWsn0b-HMYmdV2MN4-NaBridPCxwShhTFb7-zPeEEhBGO6VS0iTA6ixk7KeUOWQpGhQGrYpvNhFb0GGWlU-E4ofwdrPNcA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60121B,Moyle Park College,Moyle Park College,moyleparkcollege.ie,Clondalkin,Dublin 22,,,"Clondalkin, Dublin 22",Dublin,D22V072,14574837,info@moyleparkcollege.ie,MS. NIAMH CAHALANE,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,726,726,ChIJecLek0NzZ0gRkGMn9qKml-g,53.3202794,-6.3973506,CmRaAAAAowpKUm14N9lZyatrdHfTlDAur9OhtUVtrVxJRaMwotVUh97fJCjkvW1kA-Ab34Ckmr9aSmeaPgu1dlbrIq2GdrWmWVazivHq1XkhJEbNNdPG0TYJVjcM7AoyNuGxPzEREhASlXkDW_zX3ooGq-o-B2z4GhQpZAlULczorjA9kZbX-LCn1IFe-w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60122D,Coláiste Bríde,Coláiste Bríde,colaistebride.com,New Road,Clondalkin,Dublin  22,,"New Road, Clondalkin, Dublin 22",Dublin,D22C6Y2,14591158,apanikova@colaistebride.com,MISS MARIE THERESE KILMARTIN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,971,,971,ChIJH9OYXkVzZ0gR9Y9eQmqrAAk,53.3179534,-6.3897283,CmRaAAAAhZqDhnJSagl-kS9VqcPInJY8CIU-PgQzMdKJNZ9U0Zy1i0YRfPY49iaR3aJFjEgoMYID0-MsF-p0b88ktAHFq5dglId8-Qtq8PbS2o7FMumcgzPVjoLzDrdabQr8V0GFEhA9tjz93XDRRLEqXEuzyyIYGhQSZ1QK_xZRbPns4vfVIpX5iVxg8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60130C,Loreto Abbey Secondary School,Loreto Abbey Dalkey,loretoabbeydalkey.com,Dalkey,Co Dublin,,,"Dalkey, Co Dublin",Dublin,A96YC81,12718900,office@loretoabbeydalkey.ie,MR. ROBERT DUNNE,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,622,,622,ChIJiSqqZ00GZ0gRgMEAiPijJUU,53.2795518,-6.0996344,CmRaAAAAlfYb8y8BLXfs33YrdFuaf0VydZAYD-fvmJYxefSRn0NmUMBD_RUZxmbFk4X4D6C1ZX3i47I9Z6hakTfBnYTJ4Q8yY0TPZqPkVNayd1GeLQE_ilCpLSiKMCq-iej-oV4dEhBZquvT3ngDqz_c-3ykpN5PGhQbSssxz9YTDmyiJZj8jEHhJ-S_dA,CmRaAAAAbAiBDO97rfLolos5NEyE8N5o8lnMSlG8boYxc0UZt3jNh7baQzTdEBIMS8cexGYmPUJbLtudiP88wlfFabgJQpOnrVZX-uGc-YI7TymqI9nYPXXajXkG_TDNBso4j2_8EhASirfLj0bjICMA8zYof44VGhQMePlfSHMKlFuOlWLDGAvZ9r5QLA,CmRZAAAAEV6Y_VBUxvdlk-x0k7bDlXvuTMNmfs3tcctF5c49aCtrs39bbtJmnZ2NK_9OK0eRA-B8YnlN8mXqME9dDzy1PewcBsx2cu5XfasqCNLGGCCCqVbk737mFpcXlu2VG2m-EhBFspOhCOBx050QYTrFL2TgGhTFEYLZOjD1abIGxlsc9Jwi4kqD1Q,CmRaAAAAvewUimYTUu5lxvCnXLPE7HpA2AQvwQnZUSjkAn0VGOYyp6DZD4BI1d7l2u5XbjAYp6lKFuCgzsyda7TbZoGzFTa6tBpsi4GzSNUFYpncKu_v67Y5sDTsNnNe_pTA-4ATEhDi79EYQFTtQD8oSmo7seSJGhT5CRrM2o-0SPGwd0iOqQ482K5YzA,CmRaAAAAgeKR-BOQ7IgGw-Z-9Zg3EOCXcorYWbwVvoTabmPieRlTsQE0kPBgXPomaQBB4k4QyyecImG7kL57ec_rVXqdoolnVCcjHRQEjb_QH2K6gUv0gqJc9MLczYr7EVP0WtJwEhDgvyXrJTV4d3lfXDTrtrHAGhQ_aNoUuoLY0QQt_Li5wsDsUUDG0Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60140F,Mount Anville Secondary School,Mount Anville Secondary School,mountanville.ie,Mount Anville Rd,Dublin 14,,,"Mount Anville Rd, Dublin 14",Dublin,D14A8P3,12885313,office@mountanville.ie,MRS. PATRICIA MATHEWS,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,675,,675,ChIJbTfkYXkWW0gR2fGykkibNxA,53.2930822,-6.2231361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60160L,Notre Dame Secondary School,Notre Dame School,notredame.ie,Upper Churchtown Road,Dublin 14,,,"Upper Churchtown Road, Dublin 14",Dublin,D14Y563,12989533,principal@notredame.ie,MRS. MARY M BRANNIGAN,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,64,,64,ChIJBajETeQLZ0gRZHwHNyFFXWc,53.293852,-6.250994,CmRaAAAAlPGLzROuvicHDM1OyjWBfj2XjMfgPgL8wB99-H5V58KWBToXWMrzuImevACTFNsut9CfgghqW7MzY42hxawZEGpaG1GdYbJuWSLukUcKCKfchiXSidD7naY7_mH5AhPvEhAgBR-u7fqck4CeNJvRKcCwGhSgEtgRp8yU1q76BTooFA4oh10P3g,CmRaAAAAq6CpWmOmIxsFltBvY9OqPCRxxIr0asg7ineMVjb-0LNo9FzGc5CJwSWU0AbOKaHDG5yCc2d-r1Ya7ZWDhB9lhHFy_VR5nySZEApruIqwhIq9jT4xbNrCqPWoYtJEGylQEhAFoDdr-tH1j-kJgFosJPCMGhTgB4G5ya1cqg1DjqG9njIr4iIOzg,CmRaAAAAy_cSaojds1gFO8kHMnokfbiZrZIkdrpa2Mu8fEwJBjUdsTKHqRNfPPmHIwYCcdut4wSbwyskHiWgcUuskedburHIHLv2n618WSqSyYBaZ1uFFoLLSMtEw3dxW9sSZJqjEhDpQEUYLLR6g2q27OGUVWY4GhRCawaora8Ae88NkyfESGDd46T6cA,CmRaAAAAPPYmshwRNIOAfap1FdGFmdUOaR13XDaG10P6eOvT5bG6EVkqvieYUQkhRo3erlXv2hcDKFwW_bolz9DEBTknAHnnclm0ILDyqsnKQsTIj7wQkWpH0IQCuLc_FrTWkBnWEhDAt5UDge3YT0QvZsjlaunSGhQOtsIiRre2Fc1EXHWzmNoQq-YcPg,CmRaAAAAC6OuLxnxSTb0eHsOFku4veimnAiBIq_JanoZGVOTLkqD-uNaYGOrQb6a5NHXoNsQT--qcQJohPggh3rXMhRA9-nBsBIZxPO1VZva2_sbefru-XDv6iQu44rgNO5Ouqk6EhAtEn-whvTLp_kEe29J8gDiGhSJ5AFN3FWOEXt8f9Gn8tNKrC_Gsg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60180R,Christian Brothers College,Christian Brothers College,cbcmonkstown.ie,Monkstown Park,Dun Laoghaire,Co Dublin ,,"Monkstown Park, Dun Laoghaire, Co Dublin",Dublin,A96TF64,12805854,cbcmonkstown@outlook.com,DR. GERARD BERRY,N,Boys,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,,472,472,ChIJY6fZmSMGZ0gR8VaouhFwSXo,53.2899387,-6.1482453,CmRaAAAAGZkvyLeAKkeYUvf3-tp0hkBnTr0PxXE47EV0OaxW_wSK4VE0UrYiGo2CXrykLzD18fQCeIMKdKhFmZ_QbjVDIFn-dg3StgNW7N4iFCmC0zcTfnXdF0DEgcEHJOy4kXLlEhAQ9wOfWelfdgYkNVKLtAsnGhT4chcZuCF0VeVv0049jQDcuyJgLQ,CmRaAAAAOyuPWQrqxxRTUotq09UbncnXv5bN7qIo5cNtQEt3grNNIWokyedBIbUu8ekxghRZYEFInSe0NjQtb3o9C0mQmEnVQAESkAO1ew9IHP9fVrPaDtkaS8cBU-BgOEN03PzEEhAO51d5QVgDq8uYXQcf5Fn6GhQR8pOzg3qLU1RJJLStlH_OgxEfWg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60240J,Loreto College Foxrock,Loreto College,loretofoxrock.ie,Foxrock,Dublin 18,,,"Foxrock, Dublin 18",Dublin,D18FT21,12895637,admin@loretofoxrock.ie,MRS. BERNADETTE PRENDIVILLE,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,552,,552,ChIJja1hk1gIZ0gRQxJc4-pgYqI,53.2727966,-6.176822,CmRaAAAAXpp3VMbSTortNUJSjHs5Wl6_zVJFXdMv5qwRedKrlmvN8-8aq1Ds0Pkod8rsUZUGKO4Ty9pAnTt2xGGU7ckhJCm863ddXuaxvhCdFM8W6WNWOpDVvp4BNpELDENIr85WEhD1lFBC0sTLgVLn-5a6IXvjGhTGKsxiChZu84Z51pgmKYLsrKZpBQ,CmRaAAAANkz6O04a7nVeQLa7edqvf9z-rwl6P4suSILYewcsmIQiVSjucs3T3EVRPcwkczcGsG7k_gTnVLucg5ZY1FFveTIQdE0HM2EYamYAkj3eG6PBsBs9T-ajnkBVNzkSBLs2EhBHmkpd7-9DxJYK_zAi8TlgGhQlVpYrD4AFxvQpWWC6cH0-JHNnNA,CmRaAAAAOEBRsvifpiA8VTacyNXj-c-BQf6mLYKnSyj_-2WKjxj1CZU2bJcEQRbZj0-SOhqipqvVjGEJqUGOgP2yr43gWn9SgSAyo_SRRRQs0l9kA7ilhdhNJz-pIPX3sSnVCZ_nEhBheM9mVateqioBHXOTG-2cGhRoJxWxuDYgWm5xax2gA08q8LK8wQ,CmRaAAAAuBRiGAFOgcZhFGT979RCyIP7ZGatNR_Md_ziS40hPJ0Eg_Nnd2fbTaHeJxI63vSGK4dR8HfRUYxmW9816klV6pWlbuVhKfCDe4uw0u-VkE_C-bP1QU6VmepD7P2I2uBHEhAY6R__cJN4kwE5HyTv3CeIGhQhZ1NHO5NetFOX4xiifg6TG18fJQ,CmRaAAAAFo8h0NKlHrr5JwBSn_rTxrMu1kfQ7BQSk5WDoZm9eK1esNjdZNEIcyFD-F7trULekHvwZ6SOOXynA0cIyP30FLS5gCNG4wPa0mHUY6-DuLr-Vz5VM7Ql-BDLCHCka6REEhAdI99wV9ocReuLcpZBS4SgGhRL0eLdEYJWtanW8deNyBvJ01oiBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60250M,Holy Child Secondary School,Holy Child Secondary School,holychildkilliney.ie,Military Road,Killiney,Co. Dublin ,,"Military Road, Killiney, Co. Dublin",Dublin,A96XP82,12823120,admin@holychildkilliney.ie,MS. CAROLINE MARY O'BRIEN,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,347,,347,ChIJUYt6KuoHZ0gR_gwMH5n3wZs,53.253147,-6.114202,CmRaAAAAmlYR6hQ4NEjYJreGnLsSwAIMJPTniq0qA46_s_byCgUHqaal7OpOr6NFKg4GLJMXH4OdfNZ_QNWmP3pzhnFbkqKlUvQO_OIrHLF9VE7KXi3md4ki83rueOLCf_um9hJeEhBggu5q4rTke3Lftl4ZNuCGGhRxIWCuXnRVdHvx55Q9FRUQx4Wg0A,CmRaAAAABVxIlnHoyHVJcAZrxr92js-nv13LnTSUPkd_fp9LuuXsRAiahogeihp3MDTZc2Uy76thkIuzbzZgcrVpZ3j-jk1vCpdHkZpuHySS-xC0d2IKw3ljeerZrK_qEPOoh00SEhD0ag8kNZRKJ56sLtMLRCGbGhRfMHd9Q62vt50jVwzut4dzwWhFEw,CmRaAAAANj1kBQWpjEw6BrK0VVmSDE0cQXVOxOvX2LcGW2f5AQKsq6PR9qfzO7SXDbxPTfUtTxM9B-IjYa4uEHKxOVr9etUNsg_hhi4u_SW6XavMaMpYUoYINlBkd4ULw-x9YW2DEhDsBykYvR_wa0GWb5_NdEDyGhRpjqmzKSd7Pd9oDxubGbqD513qZw,CmRaAAAASWVoHP0RKJYc_KLqVAwTZPYnNeEkT1HibY4A26olCPMciETyRbbm_JMyHOwhCJpqqv8O-Jk3QEFAEVmKHJxqprBSS_uW-RDOuGuPZDIkwkBNfgGa9je0yIFQsH76aO_KEhATE-Dsh1qv1dgA5yYhul3UGhQatiQJsWJcigpqClWS_kqSVTvAFg,CmRaAAAAY2x4fWiFV6Ubn-lB6MPak5S5XUonuwmRziLjuxsKLG_HI_J6d5xR9b13IFxVHPSs18Vr9wlJrb8ofg4R_0WKEkyR0c8i-9jGIzqnobRZhA5fP0esPMIUCiNtDuNiED_sEhBNXXbZKT48w0uRSfiRQRAGGhQ3lKms353tt2d49GD93ZvLthXEXg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60260P,St Joseph Of Cluny Secondary School,St Joseph of Cluny Secondary School,clunykilliney.ieblog,Bellevue Park,Ballinclea Rd,Killiney,Co Dublin,"Bellevue Park, Ballinclea Rd, Killiney, Co Dublin",Dublin,A96DK13,12855027,office@clunykilliney.ie,MISS MARY G WHITE,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,309,,309,ChIJo468x9EHZ0gRslE60lRks4I,53.2708531,-6.1239949,CmRaAAAAG3F0MKwAszHlziL39FxHJ0jJ17a7PIyj7hpkLpWXbeGUem03cMtIWhN7QdAUiRjzxEdNeW6pCOiJY17LXEAVQHIz00xhFWn3qxy8zriHAWVGI25NTMgpq-r6imszt29pEhDHUEZlPWbSu3cz7AS3e_kZGhT0BiToqzKUbzKKcN-6hfJ8ogBo1w,,,,,3rd place Junior group,Do some people have a genetic excuse for not liking vegetables?,Biological & Ecological Sciences,"Cara McCrystal, Susie Holahan, Daisy Gavigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60261R,St Benildus College,St. Benildus College,stbenilduscollege.com,Upper Kilmacud Rd,Stillorgan,Blackrock,Co Dublin,"Upper Kilmacud Rd, Stillorgan, Blackrock, Co Dublin",Dublin,A94X886,12987836,stbenildusoffice@stbenilduscollege.com,MR. MARTIN JOHNSON,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,795,795,ChIJcWIRQRMJZ0gRmP2zhusokRU,53.2846534,-6.2213748,CmRaAAAAJVwcP9KDC-u5t6UIpvjSR1MLDbR30zxh5aBULA7BmhN6XfIBZe2UcITVaIcjRygsb5i_Rzeosx2S3nk06_vrgmhXYauv4zWkFqygtzLcdTgV2Of-mqOOGlCzXyV9vWPMEhCt01a0FWCdqmMXjtEVVxJjGhT6J1xLVcONoVvOiUOwLuZpQgRE9Q,CmRaAAAAO9QgmLRiDZL7fKD7-L4EJVTV1_jb3vxr-CiRs5Pi2PO7tB3i6Eyvf3f5HiKu24pwj_hZA5UZ4zN9v9s385h33-Olh6RY46gMtgL3iSJO077e82RZDxnCrWOB2yNVr4hKEhDTqLjAS_nLniaVzUL4KxpsGhSuzQYW3S9wCtsOWg9TnoRY9rHs-Q,CmRaAAAAUWdDmv6j3TG641JvqSLiHYYoZ8NjaAXMnjgDRE2ZfEKmhac87zO5aeGKoDzTL76PB81HTSHSPJ-EDCAaDnl11QwwKOqwab7QwlEpWwzfeGxBASku_mN_svJhWZvjyXEAEhB0ehSlfxz_qdfj85CsdQctGhTL2FmS2AuWIDnmbblol5z4l-nu0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60262T,St Laurence College,St Laurence College,stlaurencecollege.com,Loughlinstown,Dublin 18,,,"Loughlinstown, Dublin 18",Dublin,D18AK07,12826930,info@stlaurencecollege.com,MR. WILLIAM REDMOND,Y,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,147,139,286,ChIJ0dCMsgsIZ0gRNx7T-Ml2U50,53.2500031,-6.1384457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60263V,St Josephs College,St Josephs College,stjosephslucan.com,Lucan,Co Dublin,,,"Lucan, Co Dublin",Dublin,K78VW74,16281160,stjosephslucan@gmail.com,MS. BERNADETTE FITZGERALD,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,876,,876,ChIJpXszeFpyZ0gR9ZN6hHOOv54,53.3588707,-6.440519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60264A,Coláiste Phádraig CBS,Coláiste Phádraig,colaistephadraiglucan.ie,Roselawn,Lucan,Co Dublin ,,"Roselawn, Lucan, Co Dublin",Dublin,K78E927,16282299,admin@colaistephadraig.com,MR. ANTHONY J BRADY,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,590,590,ChIJ-eKNHvpyZ0gRWhvfJ9hcIfI,53.3568794,-6.432607,,,,,,BT Qualified Projects,An investigation Into the applications of de Rham cohomology to Riemann surfaces,"Chemical, Physical & Mathematical Sciences",Dáire Byrne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60272W,The Kings Hospital,The King’s Hospital School,kingshospital.ie,Palmerstown,Dublin 20,,,"Palmerstown, Dublin 20",Dublin,D20V256,16436500,headmaster@thekingshospital.ie,MR. J.D. RAFTER,N,Mixed,Mixed,No subjects taught through Irish,N,Y,CHURCH OF IRELAND,Open,319,408,727,ChIJM4yv4NJyZ0gR38vZ__nPLsg,53.3587642,-6.3865235,CmRaAAAA34WrIQOapLGmCZo1w1ZtEy_hj2FAactZDr0lOOaGJ9kCvtwSxflyfOCLIoTrHrgKWzfGMpzhFKvZ3hbl2gepuhv7hYoaBr2Yu0qRUQsT1uWVy7xMR5pRzOXP-klbMyfLEhB9WPDq05WlnQHJZVkeVwZsGhQeG6-9mgxypaAzA6HMmK2JNlRarA,CmRaAAAA66RA6vtr1uoPS3R8jtkUBPjXocNMBz5EklKrp-1QtUchdhjUiP_TintSP_YBgFBLCqIM0eZMK_gafWWXtfii9YJ5JufhqtL0U_7H0ROd8YLIFo1qrCmnaUqtnPE09Fb_EhCH5wtOdZK8zSm7HB8KsRJyGhTuyNtKDCADEz7xHC_4sYwBYf9v0w,CmRaAAAAPguSmMANvmUJPVOjzFyxDnlv0gB4d1NvT-xCRVooooZWG2HOoD_oCeoyBkAMDmmtyIfF05k68qD4Oi1whmFRgEECe8jgtx41ZkAfyLM6dbgSPvXXvCtMCAzfVnBpF7-YEhBsDc2ZUzs2xEUr6JbjClnAGhQ6BRGFyl3zOWFXRvMDXZ31xB_NXA,CmRaAAAA0OEplD4eSf8k664XI52CFXxfOr1f-6Kha1InnJbzYXr77NIEv9UF-tCy5qokQJ1kovfXn_MJFcqpVV3GxDVtAnWUuA1s_xpWwbAD-vlGTqj_05S1g_L9eU3dOYTvr0X0EhCLxkp8_TqEDhYblm-jyKh3GhThE1WnJHoN788jDU8mNd9JbyawrQ,CmRaAAAADkes_L-Y96jjQQlJneqfc7owZf-efPGz8u5E9pVGxDVej36DdJUm_fxVBpiObhMtl-lJQCigpqOL8x09nO3hLU5mwWbEDFx52ikCe2sRcskpzaTA3AKnutGm3SQ2_L4XEhDVGYKfiKAuBZjKMGNYOLNxGhTjwQmcrREiG6HM6W-8nDVAGtBgLg,1st place intermediate group of Irish Reseach Council,Identifying Bats from the Roost- Using an Inexpensive Raspberry Pi Bat Detector and PCR.,Biological and Ecological,"Dylan Bagnall, Richard Beattie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
