,Roll Number,Official School Name,website,Address 1,Address 2,Address 3,Address 4,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils,Photo Reference 1,Photo Reference 2,Photo Reference 3,Photo Reference 4,Photo Reference 5,Photo Reference 6,Photo Reference 7,7,Photo Reference 9,Photo Reference 10,Photo Reference 11,Photo Reference 12,Photo Reference 13,Photo Reference 14,Photo Reference 15,Photo Reference 16,Photo Reference 17,Photo Reference 18,Photo Reference 19,Photo Reference 20
517,64510J,St Muredachs College,http://cncstudentcouncil.weebly.com,Sligo Road,Ballina,Co Mayo,,Mayo,F26FF25,9621298.0,info@stmuredachscollege.ie,MR. LEO G GOLDEN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,294,294,,,,,,,,,,,,,,,,,,,,
518,64520M,St. Mary's Secondary School,http://avsdonegal.com,Convent of Mercy,Ballina,Co Mayo,,Mayo,F26R928,9670333.0,office@stmarysballina.ie,MR. ROBERT O REILLY,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,483,,483,,,,,,,,,,,,,,,,,,,,
519,64570E,Our Lady's Secondary School,http://errigalcollege.ie,Belmullet,Co Mayo,,,Mayo,F26RH50,9781157.0,ourladysbelmullet@gmail.com,"Josephine Moran, Act Prin",Y,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,114,102,216,,,,,,,,,,,,,,,,,,,,
520,64580H,St. Geralds College,http://mulroycollege.ie/2018/,Newport Road,Castlebar,Co. Mayo,,Mayo,F23WV66,949021383.0,info@stgeraldscollege.com,MR. DANIEL HYLAND,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,619,619,,,,,,,,,,,,,,,,,,,,
521,64590K,St Joseph's Secondary School,http://www.deelecollege.ie,Castlebar,Co Mayo,,,Mayo,F23RK09,949021406.0,info@stjosephscastlebar.com,MRS. MARIE HUGHES-MACCABE,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,582,,582,CmRaAAAA_qqEEW1-__iDSCF0eSI38fHzDzf_ROjvEsLXp_a5dHKKhXygX2RphNHbdjsHWvlyZ4wuVMaRNK7JYRlMiwqN-8UM9SLOCD9r3Mh-Iol630k6kXjD_Lq6mEH2jUFdY8JIEhA3XMdasfh32nZXRWBOMFt1GhRzoWbfAAgmBF3op-4RV_ps-rj1ug,CmRaAAAA7EYrvyZr-lDNNCb3iUrQ2gyQpNwPTTx20b8NqreMRQqyPNbLakNbwfExTb8VHXPKHSPRsZcCzuqBhBeCluE91nXGU-nosiLffCF7JTH88Q9w03meExUXKk2GDCi_ynNdEhBMPel2JP63OVRuamEtSiLkGhTDKr3HZRq-aAGDUxZ3Qp3ElB3N9A,CmRaAAAA4P68vkwEXaQNCeRmui7SUTqFX8hhdX0kcRLQSeXHOQTR8mBhjf9wwUljv-0VIx9UeKZmRsA-gzBBdL4mYaaqqhYT4rBQTRamc-UKcBGS96c-MK7gSAH6qtxLm4DZ2SrkEhDI3Tgd5rCfJT5MF2UQIHOEGhQxtkpdeGV1lPoWeukA9Y2HVYjMNw,CmRaAAAAwA9bQBHP-giBUP8r5N0BzrF1ZZVr000ye97h_Zy-160RiJBXHp1U5-1t_MvHyhJWi2SVSpb6EMvqswi85XBqLXH6_I9lB065CDOpWZo--nJGZbTUboGs0MErJxzIVuIGEhA7usCJhMMzesbdgLYdN3nxGhSW5ZRH7vit5cqtlNvX__y8TuthAw,CmRaAAAAocvKG1LmJh3oMKgUMkgz6g-QTFlR-C9nSqVJNxc2KYqQ1y_LZJRgh1b9HwD6c6vVjkYVujTEIZA8anrl9thVs3mJXlv1sevCWKtq0Sn3_02xUmHRmL8vIAIcc9QuopM5EhD54jbP-CbskHlvkuhX3JGOGhR-B3aTWB9RNq_Aor0DqvJRufHxfA,,,,,,,,,,,,,,,
522,64610N,Coláiste Cholmáin,http://donegalvec.ie/finnvalleycollege/,Claremorris,Co Mayo,,,Mayo,F12HW25,949371442.0,Office@stcolmans.ie,MR. JAMES FINN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,402,402,,,,,,,,,,,,,,,,,,,,
523,64620Q,Mount St Michael,http://stcatherinesvs.com,Convent of Mercy,Claremorris,Co Mayo,,Mayo,F12TY09,949371474.0,admin@mtstmichael.ie,MRS. FIONNGHUALA KING,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,457,,457,,,,,,,,,,,,,,,,,,,,
524,64630T,Jesus & Mary Secondary School,http://www.cuuladh.ie/?lang=en,Gortnor Abbey,Crossmolina,Co Mayo,,Mayo,F26W566,9631597.0,office@gortnorabbey.ie,MRS. PATRICIA MELVIN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,266,298,564,CmRaAAAAHDTUzHQ3ER4bvlXbz0a0f5tuBUd5z-zgu2quYtAjccJeDUXr6L6nlovUpPjkgd674oqDDz2v4BuRkSju5FbHthZEcaWOhEzG8fw2rhWBOb_PMObSxixLojGWGjU3_BylEhCXm9kexdTwjjSgAJZD48vgGhQx4nsuZ8Jl6-UYuONEeEF_5DQWew,,,,,,,,,,,,,,,,,,,
525,64640W,St Joseph's Secondary School,,Foxford,Co Mayo,,,Mayo,F26W866,949256145.0,info@stjosephsfoxford.ie,MS. EILEEN THERESA O'BRIEN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,233,229,462,,,,,,,,,,,,,,,,,,,,
526,64660F,Sancta Maria College,http://www.athlonecc.ie,Louisburgh,Co Mayo,,,Mayo,F28NY64,9866342.0,sanctamc@iol.ie,MRS. PAULINE MORAN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,212,227,439,,,,,,,,,,,,,,,,,,,,
527,64690O,Scoil Muire Agus Padraig,https://castlepollardcc.ie,Swinford,Co Mayo,,,Mayo,F12XV59,949251481.0,principal@scmap.ie,MR. PATRICK ANTHONY DUNNE,Y,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,172,162,334,,,,,,,,,,,,,,,,,,,,
528,64691Q,Coláiste Mhuire,http://columbacollege.ie,Tuar Mhic Éadaigh,Co Mhaigh Eo F12 H766,,,Mayo,F12H766,949544107.0,colmuirtuar@eircom.net,MR. LIAM O RUAIN,N,Mixed,Day,All pupils taught all subjects through Irish,Y,N,CATHOLIC,Open,105,85,190,,,,,,,,,,,,,,,,,,,,
529,64700O,Rice College,http://mullingarcc.ie,Castlebar Road,Westport,Co Mayo,,Mayo,F28TK64,9825698.0,martina@ricecollegewestport.ie,MR. MICHAEL JOHN RABBETTE,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,476,476,CmRaAAAA9i0G4iboHeIitZUQq3BB217OxSfghkVVl0RZtGIGPJIdNYvay5ZN4wfSSNbencaFaLrfn5Lfo805JtWq-j_yPbOx_5fRjOg1sbaH7KK4mrJW7WRenMK2iX7cRsdadrxLEhCPva2u0aZPDb0IThwtqCDTGhSn_1zdAEgxeBj1YTgBQTaFjXxyEg,CmRaAAAAslJU-dhF73uQS1YJu193_GTndEsZLCwsdS2wTRy3RxULEWI9wEou0rvpaGaWqvi3FKwdYSEg0cloU51fOQGjyiBA9-EgGBNSf4ZK-bd1RMJ5HEwCVAYRzKER7-17_W8XEhAnLkJD5pVGnbX-HvgR-6JTGhTkLCj2vQmgcXqRHmLcr_4T4V4V5w,,,,,,,,,,,,,,,,,,
530,64710R,Sacred Heart School,http://www.moynecollege.ie,Westport,Co Mayo,,,Mayo,F28Y368,9826268.0,info@shswestport.ie,MRS. ANNE MURPHY,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,572,,572,,,,,,,,,,,,,,,,,,,,
531,72020L,Moyne College,https://www.stbrendanscollege.com/,Ballina,Co Mayo,,,Mayo,F26W884,9621472.0,info@moynecollege.ie,Siobhan Towey,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,66,119,185,CmRaAAAA1DoPSc8FJwSldbKv9LCaxtm3wyo-ReThNOW1qncpCqRDEb3ZLD3y-4cLXt532axfZPEicmQGPMFqp-Ug43D72VtIidKJt0M2LTyoymJ1IEMK9poPgliLUQ-dvqVLy0vmEhBO3RJI4tnPMkBTFiwfmL_aGhRwiBwYAsYKHTQlf_aft4KHVSi3SQ,,,,,,,,,,,,,,,,,,,
532,72050U,St. Brendan's College,http://tiernanscollege.ie,Belmullet,Co. Mayo,,,Mayo,F26C782,9781437.0,stbrendanscollege@msletb.ie,Michael Walshe (Acting),Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,193,183,376,CmRaAAAAhvyxATj1RMJeTeFx5MN0ARlBcGBM7uPa0WO-rqo6Fdh5D0u1nb8GZzn6RxDUEw-T1Dy4eZZypUWXhZoGUurgx3J0HrUkRawG1jZaYq9Sbr52nmAzhopxag8dMfPBhWtdEhDXEhLMkYx5663C08EegDFSGhTNYimLBF5lvx6DFx40Puy4mwCczQ,,,,,,,,,,,,,,,,,,,
533,72100J,St. Tiernan's College,http://lackencross.ie,Crossmolina,Ballina,Co Mayo,,Mayo,F26WK25,9631236.0,TiernansCollege@msletb.ie,Mr Conor O'Reilly,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,93,135,228,,,,,,,,,,,,,,,,,,,,
534,72130S,St. Patrick's College,,Lacken Cross,Killala,Co Mayo,,Mayo,F26NW52,9634177.0,info@lackencross.ie,Mr.Brian Jennings,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,82,87,169,,,,,,,,,,,,,,,,,,,,
535,72140V,Colaiste Chomain,http://www.davittcollege.com,Rossport,Ballina,Co Mayo,,Mayo,F26YR99,9788940.0,eolas@gcr.ie,Jason Ó Mongáin,Y,Mixed,Day,All pupils taught all subjects through Irish,Y,N,INTER DENOMINATIONAL,Open,29,30,59,CmRaAAAATHThbCMVDdY6CXQMfFXwK9pFKp9CXw-o8FHPJOUCRoiLzg1dkdGuRX5TIrpnQYmKZtzpfGghdXMFjJoqFLfb54uWBaYGki8K6aDYeuAGY5vAbAdWX9jqjZqyIjfLddjQEhCGfnXWifhcNVIIFXOtRJDwGhSRDLgJuxBQP-b2XX-M0JL2TBxuwA,CmRaAAAAl5XnPII1ewyeC9p7moxF4tghu77Fg4FvjfsfWdnnamDojcN5EogerH_nyXp_BSTJATv1jIDZ_kl4hngx_zTl_gWhNW_k8fWv08dwqBCV6BdbGdni8jOq-84fh5Jyz6rQEhA3ZFDyS9LihXjeyeZp8-F8GhQbGNWUWjBAG4wR-08ECGFEolFKBg,,,,,,,,,,,,,,,,,,
536,76060U,Davitt College,,Springfield,Castlebar,,,Mayo,F23VY15,949023060.0,davittcollege.msletb.ie,Bernadette Rowland,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,348,329,677,CmRZAAAAb-w5AGMOLncmso_UG-ydv46oRY71RC7l1OjadGle9J9y6xdo7Mdy-_wd7XSjvgAVdihjWOxsTaN_WMQyzy58KaWlnyUzRK0xtidu_iM2g1kdOpIJLWvKT1VHBkPKcfX5EhBgeVFHsKQ_A0RFqIpm5E9mGhTsHSlKRBI-g0KYhm0va5Ue_6D8pA,CmRZAAAALANQSZ6cCh4iqjv0mmWoubrypW9XxzIgk59pw33UNcn-WvtNvnMOz4Rqqtq_zav1cXUR6GkvPvZHVRHKBJgCfkserWHhuuAtfnFB601H0KmmXNbj2EcHqaG20mIAoVIxEhBuR-B9fgJI575b-Vo358aYGhS5sO4ENVKrbRi8WEyw1C8EpiWMsw,CmRaAAAAVQYJHQwdpxNnC8E3MWkDExL-HHn9s_MmkWL-Xk_pLgDjjclrIwCLLn0YZzIm7sDy7m0tc886YsSvElqpiZjzDhCVGC08epVgdDvK-qU1y-IcPNMst6Hn6Nr5Kl2ETsxnEhB3vevqsOtXopnbe8OIlPEkGhSKA45terlqWpf45qfZjtOUEZyScg,CmRaAAAANWUI8M-c1dql5lArtfxqD14Y15jFEMjc2LfUxhdnmYme5Hhv-uM8LAqhYlZ_Iy4PkPXGBrrlpYLdW58UwZjBB_VvKUCehA_bCLqtzGxlPKKRK3Ek70uIeNMrCT_1Pv3iEhAmcCU8lOh9wCWcsuURn9c_GhT9Aubuz4jybKrdh8JEMSfhXbEwkw,CmRaAAAAvOYnn71aea3PlpIsq3UxN7mig8SbpzUivpLnEpOPJKP6ZlAFyq7pPBniN_YCBXxhBXV-Yt9Uu_QMobWS1T8u9uAAPC1QAuyXixBDbZuWr6A9d-jJIWkc5h7S6SM8kONbEhDCBrxpYOLAOOiV5qTp65BhGhQ9wQ-Dn_4S50wie9K95V3tTyz5Cw,CmRaAAAAJYp-TbwDfqeCQ33oNC5oCzAdsXkfsXgj1hPxqvKTAtJh33L5KUyp5IaE-of8tQOGQDwDE4aD8IT1QK4Au9bmooRDy4YVmV9UM6PWrJ5q8keGtMcJEtnQw03ZsOieCQVwEhBtFAFUfwIb_VgTNTVhjsbyGhSya-u7NlnY4AsT1iZCEfb4KcuGpg,,,,,,,,,,,,,,
537,76150V,Coláiste Pobail Acla,http://colaisteailigh.ie,Achill Sound,Westport,Co. Mayo,,Mayo,F28CP49,9845139.0,info@cpacla.ie,Paul Fahy (as per OR 2017-18),Y,Mixed,Day,No subjects taught through Irish,Y,N,MULTI DENOMINATIONAL,Open,102,131,233,CmRaAAAAVkKmT-_ThUgYc7e6wCMYCTF7ZcZTC9VNaIVDEONJVGMd_AwkuOOMPe_0-Zx5uigKP-u9dtFOwJx-pmh-qU3LLTjGNVWUtIR-U3RVaiIEzNNE5Qeq5f8yLsd-aCrEGmjLEhA0wcg4CuJDFSkaaHmJwJauGhRTVuyIftWKAtZtBuhB5_zAHULt2g,CmRaAAAAB97kxekAN1Agjhn4agvFPrUCUjwNP37vqzCP08jwb3geZq_INwAcDJYENEGRKAcjggPwmwS2kDUVi9I3Wu__hXJRtXzA_GiJm9SLXUDdzrDhRsBDY-NnGyLFd6I3E5fAEhC2GQMNTclPfaAL4VdkxiFlGhR4iU1wO5dlyHev90tXxmNw_5X3PA,,,,,,,,,,,,,,,,,,
538,76334I,St Joseph's Community College,http://www.maghenecollege.ie,Charlestown,Mayo,,,Mayo,F12WE19,,info@sjcc.ie,John Killeen,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,69,74,143,,,,,,,,,,,,,,,,,,,,
539,91461C,Ballyhaunis Community School,https://www.movillecc.ie,Knock Road,Ballyhaunis,Co.Mayo,,Mayo,F35RF63,949630235.0,principal@ballyhauniscs.ie,MR. JOHN DAVID MCDONAGH,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,293,263,556,CmRaAAAAagMJqFxLi3aKTFPfvgjJdAvSlBFiKz7QJk5s-vvH1EKXSQxSsdWx9cF3xNMuSwmfmkL-i2DaiR3mvmi8dH49IPY7R7pHqSjofAFyI_DfM_dujihAv86fNpNffhPIEHGcEhDS_axr2ek_-WzTH0D7imjsGhRIMfFEMi12vsOyR9jBN96FG-R0Mg,CmRaAAAA8ioctRUOQX_Uq8cDWj_uulvWoSWde67640E1NUS1RgqP-I9BdAbIBQCkbcSWBx-pXyLdvh8KfyyLKMm5j9xDCVZQI87rWFqlYSffNqZ_zXsvgsniSAjeaqp2RfM6yVwqEhBhivq1lRWd7R8vGNyPjobwGhTeRa9p1i-fRTnAKs4XWsLDNlKr5w,CmRaAAAA8nM87U-zpVi3v0uDuFhpn8GRsKmMirxuNB4IAAD5VjquMSMl1coslVxn4YUkcFwgOPkcr-_6cNBeGeWleEeNIHklPkIY-fu8IVrtbY4b3GaR5A5y9umOX3jBbF_ftOULEhCHI2eNzAyS7CjBT25-RdR-GhT9KwxVoPbpi-JwA3sHGrjKlz_xqA,CmRaAAAA-VggL_MX5xZgHHGM8AJGZGT8iJsBnIl4yr2Y7cwEDC_sMLId1fptDsWDVoOSEowOtCDKiJW7pAhp2g3sgylZxdW5kRWhTYRFj0LH7Q-0MIyRpbwlaQQDbD_kjd9gU1OrEhBtVQMAiea1DTmy2BlUe5PLGhRe8-MrrGuI0pjK9E1UnQNRUZmA1Q,,,,,,,,,,,,,,,,
540,91462E,Ballinrobe Community School,,Convent Road,Ballinrobe,Co Mayo,,Mayo,F31XD53,949541777.0,blrobesch@eircom.net,MR. WILLIAM CULKEEN,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,331,321,652,,,,,,,,,,,,,,,,,,,,
541,91494R,St Louis Community School,http://colaistepobailacla.ie,Kiltimagh,Co Mayo,,,Mayo,F12RP76,949381228.0,admin@stlouiscs.com,MR. CAHIL DOHERTY,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,298,278,576,,,,,,,,,,,,,,,,,,,,
542,64350N,St Patrick's Classical School,http://www.stpatscs.com/,Moatlands,Navan,Co Meath,,Meath,C15CT95,469023772.0,office@stpatscs.com,MR. COLM O'ROURKE,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,916,916,,,,,,,,,,,,,,,,,,,,
543,64360Q,"St. Joseph's Secondary School, Navan,",http://www.mercynavan.ie/,Brew's Hill,Navan,Co Meath,,Meath,C15HW32,469021830.0,info@mercynavan.ie,MS. MARY MULLIGAN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,704,,704,,,,,,,,,,,,,,,,,,,,
544,64370T,Loreto Secondary School,http://loretonavan.scoilnet.ie/blog/,St Michaels,Navan,Co Meath,,Meath,C15YF83,469023830.0,office@loretonavan.ie,MRS. MIRIAM MURPHY,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,818,,818,,,,,,,,,,,,,,,,,,,,
545,64410F,Eureka Secondary School,http://www.eurekasecondaryschool.ie/,Kells,Co. Meath,,,Meath,A82DX47,469240132.0,office@eurekaschool.ie,MS. CAROLINE O'REILLY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,674,5,679,,,,,,,,,,,,,,,,,,,,
546,64420I,Franciscan College,https://www.gormanstoncollege.ie ,Gormanston,Co Meath,,,Meath,K32NH30,18412203.0,adminsec@gormanstoncollege.ie,MR. DERMOT LAVIN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,149,321,470,CmRaAAAAyIvrD5p5D11Ff5HJlMdfjQxch7Np59ip0rWOPhxjLEfKpM6oTS4VhUuNUWxjZI_M1S6Ti3O0vtqvSkNAK-1t7Gyu0BguE2kapVBgxPyKHR-izDUOkuT7BRzXtjjSdzC5EhARFjlEeaO62V7K9bqFBn9pGhTbcpVdTlhrsTVtGalo-vV7UaYr0w,,,,,,,,,,,,,,,,,,,
547,64450R,Scoil Mhuire,https://www.scoilmhuiretrim.ie ,Convent Of Mercy,Trim,Co Meath,,Meath,C15FF67,469431439.0,scoilmhuiretrim.ias@eircom.net,MS. JACQUELINE MAHER,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,796,,796,CmRaAAAAM-roeLC_SapTNBPdmUJdyzKq_D-zBCxqv-ioaiwcS6LBrGbTrD4tgZMyoamKKwQzFuBFPNw_002WDkeUZwMzaT_oWssriNYwyPGtOpqbAm0E69anx9I1ZQ22NiRtc2wQEhA-pN1sozo_zcwxfi3FuSD8GhR0aquqnZlQNy-TMZwt6jxvydZscg,,,,,,,,,,,,,,,,,,,
548,71950F,St Peter's College,https://www.stpeterscc.ie ,Dunboyne,Co. Meath,,,Meath,A86W864,18252552.0,stpeterscollege@lmetb.ie,Laim Greene ( Deputy),N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,607,604,"1,211",CmRaAAAAmxPHWOp4AYr_NzIsSg26US0e32z9F1GWKSqyJL399dMTKaJ-CfLTxFOaECcUhHSAWs3ABpmfEl1oXnHrxvUaGeqHwLuxZ5WxU0R7QvEJYzOy6X5TDlcLYnP8DoJ8xg-LEhD-CdTNRHjMTyxFfIjCbi8sGhR4GeiTyLGqHFHEFX9i8DQ6rtwNlw,,,,,,,,,,,,,,,,,,,
549,71960I,Community College Dunshaughlin,https://www.dunshaughlincc.ie ,Dunshaughlin,Co Meath,,,Meath,A85TY22,18259137.0,dunshauglincc@lmetb.ie,Shane Foley,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,428,603,"1,031",CmRaAAAAvo1L_A9XiLzZIynX3Xkd3wuk_EIh9QO7MV8aTwxDTRMlGdqvQMR99e3TXXkZyHRY2YiuRtsQcZfskzymHQX41INfwCnigHAmpj_TuYhM3jfjAzv51Fs_0tbCIXhKcculEhDFGJUtTS-V2TdS3E-0ENDwGhSmNQGelZw4aWGcgG4AJEzzFyxFJw,CmRaAAAAUjn16aMlTX8oifwytF2Ji_nIRww4kQdnX2U6ikGx1ngUWcWA_rm5U3baY_D8cqED-pPR7klS6_3LiWwsnnI4b3TZ1dqxc_EjvIXjA-2SdHFgthFS_CoGfuCp3TQxF55cEhB1NVlV1NTj9Fav6CXPNJl-GhSw_96_40hZw-OGU6stbR0nej0Fyg,CmRZAAAA1H6gRgKhsjZP7YvAr8eN_gkDD14WTUzXAcxZDovidRQQZU_KGmKH6KsZhHw3vPSt59IZoaXR8lmwK83Evsp44ki0SqYhoH73oSktgt7Tpqx9Ep8ofuS2kiMdot5tFEWiEhDvopSf70MmiyHBeST_W9nPGhSuIicm8lEu-u8ozxIZZbjmFVgIkw,,,,,,,,,,,,,,,,,
550,71970L,Coláiste Clavin,https://portal.meathvec.ie/schools/fintinas/ ,Longwood,Enfield,Co Meath,,Meath,A83FW96,469555018.0,Colaisteclavin@lmetb.ie,Mr Thomas Stack,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,141,166,307,,,,,,,,,,,,,,,,,,,,
551,71980O,O'Carolan College,https://www.ocarolancollege.ie/,Nobber,Co Meath,,,Meath,A82PK51,469052177.0,ocarolancollege@lmetb.ie,Cathal Rogers,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,250,334,584,,,,,,,,,,,,,,,,,,,,
552,71990R,St Oliver Post Primary,http://www.stoliverpps.ie/,Oldcastle,Co. Meath,,,Meath,A82RK76,498541180.0,stoliverpostprimary@lmetb.ie,Brendan Corcoran,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,251,308,559,CmRaAAAA2mx-wrFyVSnieNi6bnd9nTndavtcZr5mgxoZR1iSFjCwUXMBVkr-zONpm4iwyMUNpE-0NHSrH7it_22SpXsvKdtJfuhLFWJI5QUJ-Z9GeoS-67k87g65ApLZVClcRuMuEhB4Ecxl8nTKnq5sA6DmaYYFGhRHwNE-Uugxk6axQjhM2EzhlvRBHw,CmRaAAAARxJW35AMaQCKi9TG-Jc0i_2VNwSfzFCZC2eagb7-skhVDKf9yvqimRwSY6NerpoeHSkPeZITBaIkbOGJJDeZafoBm76k9VoXWA_37QfgqqBsXMdCsZ0AZYUXDSVBDuJAEhA6rH4g-w9K24StLZfSFNLFGhSzFMbN4l5nqh7b6wC45dqOjsdlPQ,CmRaAAAA9IVU2w3NMy23jBk-qo14jI5d39J6hW1hj21qp6sVW6X3QbJjd0BKsnB_QVCrckRoadkZPAexa0F0U7EMMLDI7aopomUK6oTXZioDhLy81NrOsGJKcDCOBoAHUC6e1cDwEhB-LZzfGKG3y13txxAhB73TGhTx75rulHPbWoAeZ2PWyyJpXwr94g,CmRaAAAAc6XBoDgVMtl7pkbO5k2Ba3UEIf7P_RCKrS9Yj6HQRTSH8F6-xAVlNcs2EhQOM_7wx0AieXpf6c7v7dC0q66I77p-S2yQJlJw1H8j1pKCGD1AmvZPHaH8K33ZG0Bm1s-oEhCQYrvADoMA3nRs9Pff3mXuGhRUthPBLTDuU3pPlSeMXzlS-9thxg,CmRaAAAABPfcZVF6siJyavysSPbpBEpTtW0J196EZaElh2zJcxgZmO82jSq-0jBEnRk6oaTvk_3HfwMLWh_gVBOCTzdjdjSXTrDLr6lleI-Ka710ccB38LMSmFe5zxmmrLSzj5hbEhDAEzIYOnrrC5Cx7Cd3EeMxGhQ1361lXpx65sM3SlwGJGt1YeSe6Q,CmRaAAAA26aALTRakn47miozkxIYu31wnfNjAn8DfwO6LbBlRiShdgFJztaS57tD3SgD0HG-BAUx_ACqAYqbdchPuU9jjo4eKRRZwvksv3hcV1JbkXbnaBmDBt33P3GTS7KMVmWXEhDEWElwAoDksebS2lws61jkGhRTuJnInxDZvaFjk6vEfMk2_lu2zg,CmRaAAAAMPFhx2EwSEvyCTnyb-P3O1UlB-G_033SfdmzLTR1uoxtk1WZWtlqPUEoJKvVsuvbKD4aEDuDCQVYIxD55ej45GlM7Eit7OqtmH-uv4qM2iubgjgFcVRY9Mflx4cm_bBLEhBuCkAjuH3MSNGHPgyjeubNGhTPhUD7izmKAmIJsEb3vMWGgRJ0nw,CmRaAAAAhgVWIbv5m5RS_ynO9qd9mBhbpwdU_6Wvg9lYxhkjPuNp7fybrRLrz9uvQPraOIbe81jK2nd74dYv0nvdKI31Oc1B51pb0Nue4kp6E7zQ--CB0U7l2rjDiTZs0_NvARIqEhAMHxEff5_VHL7VJmDAoLSsGhS_qPK1CRV8Fvya-bW5AZETZQz0jQ,CmRaAAAAzjLunYdc85fvr2U1ewDB1c0hZqOzwyBBktgHsnGrCTUKCw_8FQCprm3pKGgRW2jCEhEI92mjYZdDYAv1T2cdD79VAGrm3Kt40nVh3KUXs8i9Q8pnzdfoCdnVR9g2x4OoEhAxS43xfy4QYDpMiZ-kLm_SGhRSft9W_1vFJFwOm87Ce8e7juKgtw,CmRaAAAAcC6thuAMYoZ8HJyw8BbmOuVhD3SiTYvH4awftY4ijJMzFS17HuEj7BSZmyO9zWux3oY-hVubIuuB8KL04bzfKYS35pZhTEDbirHhbTeanw3AO4MqICgALLH1eWoYs1D8EhCKSA8HFxbjSdnCqZFPei-TGhQwQh7DQKYe6qQpeL2LahHUp5kJEQ,,,,,,,,,,
